CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
7296;Servicio de Salud Osorno;1057532-393-AG24;1;55121700;Productos impresos y publicaciones / Etiquetado y accesorios / Etiquetado;55121727;Letreros;PLACA ACRILICA / SEGUN ESPECIFICACIONES ADJUNTAS;PLACA ACRILICA / SEGUN ESPECIFICACIONES ADJUNTAS;2.0;;30000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-393-AG24;2;44112000;Equipos, accesorios y suministros de oficina / Accesorios de oficina y escritorio / Sistemas de planificación;44112007;Buzón de sugerencias;BUZON OIRS / SEGUN ESPECIFICACIONES ADJUNTAS;BUZON OIRS / SEGUN ESPECIFICACIONES ADJUNTAS;2.0;;70000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-536-AG24;1;90101700;Servicios de Viajes, alimentación, alojamiento y entretenimiento / Restaurantes y catering / Servicios de cafetería;90101701;Gestión de cafetería;Servicio de catering para Jornada para médicos contralores de la APS y Hospitales. 24 y 25 de abril de 2024.  lugar se coordinara dias previso a la actividad  favor observar adjunto con especificaciones del servicio, se debe contar con 70 raciones por 2 dias  Debe adjuntar Resolucion Sanitaria;Servicio de catering para Jornada para médicos contralores de la APS y Hospitales. 24 y 25 de abril de 2024. 170 raciones,   joranada de mañana y tarde;2.0;;260000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057976-1-SE24;1;72131700;Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras;72131702;Construcción de obras civiles;NOTA CAMBIO N°1 POR LA CONSERVACION PABELLON CENTRAL HOSPITAL BASE SAN JOSE DE OSORNO.// RES. EXENTA N°1558_2024 APRUEBA EJECUCIÓN;NOTA CAMBIO N°1 POR LA CONSERVACION PABELLON CENTRAL HOSPITAL BASE SAN JOSE DE OSORNO.// RES. EXENTA N°1558_2024 APRUEBA EJECUCIÓN;1.0;;14837234.0;0.0;14837234.0
7296;Servicio de Salud Osorno;1057532-678-SE24;1;30222500;Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones para alojamiento;30222501;Casas residenciales;ADQUISICIÓN 12 CUPOS RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO EN LA CIUDAD DE OSORNO;ADQUISICIÓN 12 CUPOS RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO EN LA CIUDAD DE OSORNO;372.0;;35000.0;0.0;13020000.0
7296;Servicio de Salud Osorno;1057532-638-SE24;1;42311500;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311506;Vendas o apósitos compresores;Apósito impregnado de solución ringer + PHMB, medida 4x4 cms.;HydroClean 4cm P10 K6;100.0;;5800.0;0.0;580000.0
7296;Servicio de Salud Osorno;1057532-638-SE24;2;42312300;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Productos para la limpieza de heridas y desbridamiento;42312313;Soluciones para la limpieza de heridas;Espuma limpiadora de piel. Botella de 400 ml;MOLICARE SKIN 400ML;200.0;;18000.0;0.0;3600000.0
7296;Servicio de Salud Osorno;1057532-2191-AG23;1;78102200;Servicios de transporte, almacenaje y correo / Transporte de correo y carga / Servicios postales de pequeños paquetes y mensajería;78102202;Franqueos;SERVICIO DE CORRESPONDENCIA CARTAS CERTIFICADAS PARA EL SERVICIO DE SALUD OSORNO, AÑO 2024.;SERVICIO DE CORRESPONDENCIA CARTAS CERTIFICADAS PARA EL SERVICIO DE SALUD OSORNO, AÑO 2024.;1.0;;1000000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-231-AG24;1;78102200;Servicios de transporte, almacenaje y correo / Transporte de correo y carga / Servicios postales de pequeños paquetes y mensajería;78102201;Servicios de entrega postal nacional;Servicio de entrega de documentos y paquetes express con cobertura nacional.;Servicio de entrega de documentos y paquetes express con cobertura nacional.;1.0;;1500000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-447-AG24;1;90101700;Servicios de Viajes, alimentación, alojamiento y entretenimiento / Restaurantes y catering / Servicios de cafetería;90101701;Gestión de cafetería;Especificaciones Técnicas: Se requiere el servicio de cafetería para 40 personas de acuerdo al siguiente detalle para  cada día de la jornada: Lunes 22 abril y lunes 06 de mayo 2024: 10:30 hrs  se debe observar adjunto con las especificaciones tecnicas del requerimiento, ademas de adjuntar resolucion sanitaria.;;2.0;;195000.0;0.0;0.0
7296;Servicio de Salud Osorno;1057532-456-SE24;1;26111600;Maquinaria para generación y distribución de energía / Transmisión de energía eléctrica, mecánica y cinética / Grupos electrógenos;26111602;Generadores hidroeléctricos;Convenio de Servicios de mantención de Grupos Electrógenos de establecimientos dependientes del Servicio de Salud Osorno, periodo 2024-2025.;Servicio de mantención de Grupos Electrógenos según bases técnicas.;1.0;;294000.0;0.0;294000.0
