CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;1;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;SOLUPLASTIN	CÓDIGO 1705001   10X2                 $147.000;;2.0;;147000.0;0.0;294000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;2;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;CINTAS DIRUI H 10	9320115                   3 CAJAS DE 100 TIRAS;;3.0;;28000.0;0.0;84000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;3;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;CMD 600 ISE	1009904   1X700;CMD 600 ISE	1009904   1X700;4.0;;650000.0;0.0;2600000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;4;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;DILUYENTE WL-31	1475003   1X20;;2.0;;120000.0;0.0;240000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;5;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;ALBUMINA AA	1009601  6X60;;1.0;;110000.0;0.0;110000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;6;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;AMILASA AA	1009603  4X20;;1.0;;157000.0;0.0;157000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;7;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;COLESTEROL AA	1009610  6X60;;1.0;;215000.0;0.0;215000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-654-CC23;8;41116100;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Kits para ensayos manuales, controles de calidad, calibradores y normativas;41116105;Reactivos o soluciones químicos;CREATININA CIN LIQ AA	1009611   4X60+3X20;;1.0;;220000.0;0.0;220000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-632-CM23;1;0;;0;AGUJA BECTON DICKINSON 21 G  X 1 50 UNIDADES SUR;(1943793) AGUJA BECTON DICKINSON 21 G  X 1 50 UNIDADES SUR;(1943793) AGUJA BECTON DICKINSON 21 G  X 1 50 UNIDADES SUR , Región de los Lagos , San Pablo, Quilacahuin s/n;30.0;;2000.0;0.0;60000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-632-CM23;2;0;;0;AGUJA BECTON DICKINSON 21 G  X 1,5 50 UNIDADES SUR;(1943803) AGUJA BECTON DICKINSON 21 G  X 1,5 50 UNIDADES SUR;(1943803) AGUJA BECTON DICKINSON 21 G  X 1,5 50 UNIDADES SUR , Región de los Lagos , San Pablo, Quilacahuin s/n;15.0;;2000.0;0.0;30000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-632-CM23;3;0;;0;APÓSITO 3M TRANSPARENTE ADHESIVO TEGADERM 1627 10 X 25 CM 20 UNIDADES SUR;(1885778) APÓSITO 3M TRANSPARENTE ADHESIVO TEGADERM 1627 10 X 25 CM 20 UNIDADES SUR;(1885778) APÓSITO 3M TRANSPARENTE ADHESIVO TEGADERM 1627 10 X 25 CM 20 UNIDADES SUR , Región de los Lagos , San Pablo, Quilacahuin s/n;38.0;;27590.0;0.0;1048420.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-632-CM23;4;0;;0;JERINGA HIPODÉRMICA CONTROLADA MUNCARE 10ML CON AGUJA LUER EMBUTIDA 100 UNIDADES SUR;(1851816) JERINGA HIPODÉRMICA CONTROLADA MUNCARE 10ML CON AGUJA LUER EMBUTIDA 100 UNIDADES SUR;(1851816) JERINGA HIPODÉRMICA CONTROLADA MUNCARE 10ML CON AGUJA LUER EMBUTIDA 100 UNIDADES SUR , Región de los Lagos , San Pablo, Quilacahuin s/n;20.0;;4368.0;0.0;87360.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-632-CM23;5;0;;0;JERINGA HIPODÉRMICA CONTROLADA MUNCARE 20ML LUERLOCK C/AGUJA 21G X1 1/2 50 UNIDADES SUR;(1851841) JERINGA HIPODÉRMICA CONTROLADA MUNCARE 20ML LUERLOCK C/AGUJA 21G X1 1/2 50 UNIDADES SUR;(1851841) JERINGA HIPODÉRMICA CONTROLADA MUNCARE 20ML LUERLOCK C/AGUJA 21G X1 1/2 50 UNIDADES SUR , Región de los Lagos , San Pablo, Quilacahuin s/n;60.0;;2600.0;0.0;156000.0
