CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
7287;Hospital Puerto Octay;2059-320-AG25;1;50131700;Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla;50131701;Leche o productos de mantequilla;Compra de productos lácteos para 8 meses, los que deberán ser entregados ultima semana de cada mes, vencimiento superior a 30 días. Se adjunta listado de productos mensual.;;1.0;;4321385.0;0.0;0.0
7287;Hospital Puerto Octay;2059-423-AG25;1;72102700;Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Servicios de revestimiento o pavimentación de suelos;72102703;Servicios de limpieza de suelos;Mantención de áreas verdes del hospital y casa administrativa, contempla corte de pasto, desmalezado, y retiro de desechos naturales. Se consideran 1800 metros cuadrados de corte de pasto aproximado y 200 metros cuadrados de mantención de naturaleza, además de poda de arbustos bajos u desmalezado químico en zonas periféricas. Para buen mantenimiento se las áreas verdes se solicitan 2 visitas.;;12.0;;270000.0;0.0;0.0
7287;Hospital Puerto Octay;2059-435-AG25;1;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111808;Arriendo de vehículos;Se requiere arrendar camioneta doble cabina sin conductor, como referencias modelos similares a Chevrolet Dmax, Chevrolet colorado, Nissan NP300, Chevrolet hilux, etc. Para el transporte de personal y labores de estafeta del Hospital. El vehículo requerido deberá ser de propiedad del oferente, no se aceptan vehículos en comodato o subarriendo, 2022 en adelante, no podrá superar los 100.000 km, cumplir con las características adjuntas y documentos al día.;;6.0;;731092.0;0.0;0.0
7287;Hospital Puerto Octay;2059-707-AG25;1;52151500;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Utensilios de cocina domésticos desechables;52151504;Tazas o vasos desechables domésticos;vasos de polipapel desechable 200-250 cc (foto referencial);;3000.0;;44.0;0.0;0.0
7287;Hospital Puerto Octay;2059-707-AG25;2;44122000;Equipos, accesorios y suministros de oficina / Suministros de oficina / Carpetas de archivo y separadores;44122003;Tablas para sujetar;tabla portapapel con apretador tamaño oficio (foto referencial adjunta);;15.0;;1902.0;0.0;0.0
7287;Hospital Puerto Octay;2059-707-AG25;3;44122000;Equipos, accesorios y suministros de oficina / Suministros de oficina / Carpetas de archivo y separadores;44122011;Carpetas para archivos;carpeta oficio tapa dura color blanco con forro transparente y archivdor (foto referencial  adjunta);;15.0;;3336.0;0.0;0.0
7287;Hospital Puerto Octay;2059-707-AG25;4;47131800;Equipos y suministros de limpieza / Suministros de limpieza / Soluciones de limpieza y desinfección;47131816;Desodorantes;desodorante en barra mujer equivalente lady speed stick (foto referencial);;40.0;;2542.0;0.0;0.0
7287;Hospital Puerto Octay;2059-720-CC25;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180101;Reparación y pintura carrocerías;MANTENCIÓN PREVENTIVA EN AMB. FORD TRANSIT, PPU: KX.SL-72 DE DOTACIÓN DEL HPO // PRESUPUESTO N°50 // 22.06.002.001;“SERVICIOS DE MANTENCION PREVENTIVA, CORRECTIVA Y/O REPARATIVAS PARA LAS CONVERSIONES EN AMBULANCIAS Y VEHÍCULOS CON EQUIPOS ESPECIALES DEL SERVICIO DE SALUD OSORNO AÑO 2025”. Licitación Pública ID N°1057532-136-LQ24.;1.0;;818100.0;0.0;818100.0
7287;Hospital Puerto Octay;2059-694-CC25;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la t;SERVICIO CORRECTIVO AMB. MB SPRINTER 313 CDI 4x4, PPU: HR.PG-27 - HOSPITAL DE PUERTO OCTAY -  OT. N° 205191804  - LP 1057532-101-LQ24 - // 22.06.002.002;SERVICIO CORRECTIVO AMB. MB SPRINTER 313 CDI 4x4, PPU: HR.PG-27 - HOSPITAL DE PUERTO OCTAY -  OT. N° 205191804  - LP 1057532-101-LQ24 - // 22.06.002.002;1.0;;3150418.0;0.0;3150418.0
7287;Hospital Puerto Octay;2059-714-CC25;1;78180100;Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos;78180103;Servicios de cambio de fluidos de aceite o de la t;SERVICIO CORRECTIVO AMB. MB SPRINTER 313 CDI 4x4, PPU: HR.PG-27 - HOSPITAL DE PUERTO OCTAY -  OT. N° 205211083 - LP 1057532-101-LQ24 - // 22.06.002.002;SERVICIO CORRECTIVO AMB. MB SPRINTER 313 CDI 4x4, PPU: HR.PG-27 - HOSPITAL DE PUERTO OCTAY -  OT. N° 205211083  - LP 1057532-101-LQ24 - // 22.06.002.002;1.0;;131092.0;0.0;131092.0
