CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;1;0;;0;CORTE POSTA ROSADA - MARINADA CAJA 100K UNIDAD X REGION;(1464594) CORTE POSTA ROSADA - MARINADA CAJA 100K UNIDAD X REGION;(1464594) CORTE POSTA ROSADA - MARINADA CAJA 100K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;64.0;;9110.0;0.0;583040.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;2;0;;0;PECHUGA DESHUESADA POLLO CONGELADO - SIN MARINAR CAJA 15K UNIDAD IMPORTADO X REGION;(1820475) PECHUGA DESHUESADA POLLO CONGELADO - SIN MARINAR CAJA 15K UNIDAD IMPORTADO X REGION;(1820475) PECHUGA DESHUESADA POLLO CONGELADO - SIN MARINAR CAJA 15K UNIDAD IMPORTADO X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;60.0;;5469.0;0.0;328140.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;3;0;;0;TRUTRO ENTERO POLLO CONGELADO - MARINADA BOLSA 1K UNIDAD IMPORTADO X REGION;(1474749) TRUTRO ENTERO POLLO CONGELADO - MARINADA BOLSA 1K UNIDAD IMPORTADO X REGION;(1474749) TRUTRO ENTERO POLLO CONGELADO - MARINADA BOLSA 1K UNIDAD IMPORTADO X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;75.0;;3450.0;0.0;258750.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;4;0;;0;VACUNO MOLIDO CONGELADO - MG 6% BOLSA 1K UNIDAD NACIONAL X REGION;(1475349) VACUNO MOLIDO CONGELADO - MG 6% BOLSA 1K UNIDAD NACIONAL X REGION;(1475349) VACUNO MOLIDO CONGELADO - MG 6% BOLSA 1K UNIDAD NACIONAL X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;50.0;;5807.0;0.0;290350.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;5;0;;0;CHULETA CERDO CONGELADA - SIN MARINAR BOLSA 1K UNIDAD IMPORTADO X REGION;(1462599) CHULETA CERDO CONGELADA - SIN MARINAR BOLSA 1K UNIDAD IMPORTADO X REGION;(1462599) CHULETA CERDO CONGELADA - SIN MARINAR BOLSA 1K UNIDAD IMPORTADO X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;35.0;;5101.0;0.0;178535.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;6;0;;0;CORTE LOMO LISO - MARINADO CAJA 100K UNIDAD X REGION;(1463739) CORTE LOMO LISO - MARINADO CAJA 100K UNIDAD X REGION;(1463739) CORTE LOMO LISO - MARINADO CAJA 100K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;84.0;;13400.0;0.0;1125600.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;7;0;;0;ARVEJA CONGELADA INTERAGRO BOLSA 1 K X REGION;(1801058) ARVEJA CONGELADA INTERAGRO BOLSA 1 K X REGION;(1801058) ARVEJA CONGELADA INTERAGRO BOLSA 1 K X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;30.0;;2944.0;0.0;88320.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;8;0;;0;CHOCLO CONGELADO FRUTOS DEL MAIPO BOLSA 2K UNIDAD X REGION;(1459854) CHOCLO CONGELADO FRUTOS DEL MAIPO BOLSA 2K UNIDAD X REGION;(1459854) CHOCLO CONGELADO FRUTOS DEL MAIPO BOLSA 2K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;15.0;;8305.0;0.0;124575.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;9;0;;0;POROTO VERDE CONGELADO AG CORTE FRANCES BOLSA 1K UNIDAD X REGION;(1492824) POROTO VERDE CONGELADO AG CORTE FRANCES BOLSA 1K UNIDAD X REGION;(1492824) POROTO VERDE CONGELADO AG CORTE FRANCES BOLSA 1K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;40.0;;3350.0;0.0;134000.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;10;0;;0;HABA CONGELADA GYS BOLSA 1K UNIDAD X REGION;(1492749) HABA CONGELADA GYS BOLSA 1K UNIDAD X REGION;(1492749) HABA CONGELADA GYS BOLSA 1K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;10.0;;4670.0;0.0;46700.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;11;0;;0;PAPAS PRE-FRITAS SAN JORGE BOLSA 2,5K UNIDAD X REGION;(1480089) PAPAS PRE-FRITAS SAN JORGE BOLSA 2,5K UNIDAD X REGION;(1480089) PAPAS PRE-FRITAS SAN JORGE BOLSA 2,5K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;12.0;;7763.0;0.0;93156.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;12;0;;0;PAPAS DUQUESA SAN JORGE BOLSA 2,5K UNIDAD X REGION;(1804908) PAPAS DUQUESA SAN JORGE BOLSA 2,5K UNIDAD X REGION;(1804908) PAPAS DUQUESA SAN JORGE BOLSA 2,5K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;12.0;;9315.0;0.0;111780.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;13;0;;0;PRIMAVERA VERDURAS ALIFRUT BOLSA 1K UNIDAD X REGION;(1484079) PRIMAVERA VERDURAS ALIFRUT BOLSA 1K UNIDAD X REGION;(1484079) PRIMAVERA VERDURAS ALIFRUT BOLSA 1K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;30.0;;3366.0;0.0;100980.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-564-CM24;14;0;;0;QUESO LAMINADO ABAROA GAUDA DISPLAY 1 K UNIDAD X REGION;(1806154) QUESO LAMINADO ABAROA GAUDA DISPLAY 1 K UNIDAD X REGION;(1806154) QUESO LAMINADO ABAROA GAUDA DISPLAY 1 K UNIDAD X REGION , Región de los Lagos , San Pablo, Quilacahuin s/n Ruta U-10 K38;20.0;;8591.0;0.0;171820.0
1238663;Hospital Pü Mulen de Quilacahuín;1057533-461-SE24;1;30222200;Artículos para estructuras, obras y construcciones / Construcciones permanentes / Construcciones para servicios;30222205;Aljibes;Suministro de agua en camión aljibe, despacho según necesidad del establecimiento.;;60000.0;;33.33333;0.0;1999999.7999999998
1238663;Hospital Pü Mulen de Quilacahuín;1057533-452-SE24;1;80141600;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing;80141617;Capacitaciones directas en el concesionario;CURSO INTRODUCCION U FORTALECIMIENTO A LA INTERCULTURALIDAD (PROGRAMA, FONDO FORTALECIMIENTO DE MODELO INTERCULTURAL Y COMUNITARIO);;1.0;;500000.0;0.0;500000.0
