CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
7287;Hospital Puerto Octay;2059-66-CM24;1;0;;0;PAPEL HIGIÉNICO CONFORT BAJO METRAJE HOJA SIMPLE 4 ROLLOS 50 M 1 PAQUETE REGIÓN X;(1919770) PAPEL HIGIÉNICO CONFORT BAJO METRAJE HOJA SIMPLE 4 ROLLOS 50 M 1 PAQUETE REGIÓN X;(1919770) PAPEL HIGIÉNICO CONFORT BAJO METRAJE HOJA SIMPLE 4 ROLLOS 50 M 1 PAQUETE REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;48.0;;1486.0;0.0;71328.0
7287;Hospital Puerto Octay;2059-66-CM24;2;0;;0;PAPEL HIGIÉNICO ELITE ALTO METRAJE HOJA SIMPLE 4 ROLLOS 500 M 1 PAQUETE REGIÓN X;(1920059) PAPEL HIGIÉNICO ELITE ALTO METRAJE HOJA SIMPLE 4 ROLLOS 500 M 1 PAQUETE REGIÓN X;(1920059) PAPEL HIGIÉNICO ELITE ALTO METRAJE HOJA SIMPLE 4 ROLLOS 500 M 1 PAQUETE REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;60.0;;7315.0;0.0;438900.0
7287;Hospital Puerto Octay;2059-66-CM24;3;0;;0;TOALLA DE PAPEL TORK HOJA SIMPLE 250 M 2 ROLLOS REGIÓN X;(1925040) TOALLA DE PAPEL TORK HOJA SIMPLE 250 M 2 ROLLOS REGIÓN X;(1925040) TOALLA DE PAPEL TORK HOJA SIMPLE 250 M 2 ROLLOS REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;200.0;;8069.0;0.0;1613800.0
7287;Hospital Puerto Octay;2059-66-CM24;4;0;;0;BOLSA DE BASURA VIRUTEX GRANDE 80X110 120 L ROLLO X 10 UNIDADES REGIÓN X;(1890445) BOLSA DE BASURA VIRUTEX GRANDE 80X110 120 L ROLLO X 10 UNIDADES REGIÓN X;(1890445) BOLSA DE BASURA VIRUTEX GRANDE 80X110 120 L ROLLO X 10 UNIDADES REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;80.0;;891.0;0.0;71280.0
7287;Hospital Puerto Octay;2059-66-CM24;5;0;;0;BOLSA DE BASURA VIRUTEX MEDIANA 70X90 70 L ROLLO X 10 UNIDADES REGIÓN X;(1890462) BOLSA DE BASURA VIRUTEX MEDIANA 70X90 70 L ROLLO X 10 UNIDADES REGIÓN X;(1890462) BOLSA DE BASURA VIRUTEX MEDIANA 70X90 70 L ROLLO X 10 UNIDADES REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;600.0;;1067.0;0.0;640200.0
7287;Hospital Puerto Octay;2059-66-CM24;6;0;;0;BOLSA DE BASURA VIRUTEX PRO PEQUEÑA 50X70 30 L PLANA PAQUETE X 10 UNIDADES REGIÓN X;(1890632) BOLSA DE BASURA VIRUTEX PRO PEQUEÑA 50X70 30 L PLANA PAQUETE X 10 UNIDADES REGIÓN X;(1890632) BOLSA DE BASURA VIRUTEX PRO PEQUEÑA 50X70 30 L PLANA PAQUETE X 10 UNIDADES REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;600.0;;669.0;0.0;401400.0
7287;Hospital Puerto Octay;2059-66-CM24;7;0;;0;JABÓN TORK NEUTRO-GLICERINA LÍQUIDO BIDÓN 5 L UNIDAD REGIÓN X;(1933441) JABÓN TORK NEUTRO-GLICERINA LÍQUIDO BIDÓN 5 L UNIDAD REGIÓN X;(1933441) JABÓN TORK NEUTRO-GLICERINA LÍQUIDO BIDÓN 5 L UNIDAD REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;8.0;;8411.0;0.0;67288.0
7287;Hospital Puerto Octay;2059-66-CM24;8;0;;0;TRAPERO REUTILIZABLE VIRUTEX ABSORVENTE SIMPLE C/OJAL 40X40 CM UNIDAD REGIÓN X;(1926791) TRAPERO REUTILIZABLE VIRUTEX ABSORVENTE SIMPLE C/OJAL 40X40 CM UNIDAD REGIÓN X;(1926791) TRAPERO REUTILIZABLE VIRUTEX ABSORVENTE SIMPLE C/OJAL 40X40 CM UNIDAD REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;100.0;;1394.0;0.0;139400.0
7287;Hospital Puerto Octay;2059-66-CM24;9;0;;0;CLORO TRADICIONAL IMPEKE 2,62% 1000 ML UNIDAD REGIÓN X;(1897126) CLORO TRADICIONAL IMPEKE 2,62% 1000 ML UNIDAD REGIÓN X;(1897126) CLORO TRADICIONAL IMPEKE 2,62% 1000 ML UNIDAD REGIÓN X , Región de los Lagos , Puerto Octay, Pedro Montt 601;510.0;;558.0;0.0;284580.0
7287;Hospital Puerto Octay;2059-179-SE24;1;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;Ajo;Ajo;42.0;;300.0;0.0;12600.0
7287;Hospital Puerto Octay;2059-179-SE24;2;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;LECHUGA COSTINA;LECHUGA COSTINA;65.0;;1000.0;0.0;65000.0
7287;Hospital Puerto Octay;2059-179-SE24;3;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;PEREJIL;PEREJIL;4.0;;900.0;0.0;3600.0
7287;Hospital Puerto Octay;2059-179-SE24;4;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;ACELGA;ACELGA;14.0;;930.0;0.0;13020.0
7287;Hospital Puerto Octay;2059-179-SE24;5;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;ZANAHORIA;ZANAHORIA;128.0;;790.0;0.0;101120.0
7287;Hospital Puerto Octay;2059-179-SE24;6;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;MORRON ROJO;MORRON ROJO;29.0;;980.0;0.0;28420.0
7287;Hospital Puerto Octay;2059-179-SE24;7;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;CILANTRO;CILANTRO;14.0;;900.0;0.0;12600.0
7287;Hospital Puerto Octay;2059-179-SE24;8;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;ZAPALLO ITALIANO;ZAPALLO ITALIANO;159.0;;600.0;0.0;95400.0
7287;Hospital Puerto Octay;2059-179-SE24;9;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;TOMATE;TOMATE;102.7;;1500.0;0.0;154050.0
7287;Hospital Puerto Octay;2059-179-SE24;10;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;PEPINOS;PEPINOS;191.0;;830.0;0.0;158530.0
7287;Hospital Puerto Octay;2059-179-SE24;11;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;BETARRAGA;BETARRAGA;92.3;;920.0;0.0;84916.0
7287;Hospital Puerto Octay;2059-179-SE24;12;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;PAPAS;PAPAS;225.4;;500.0;0.0;112700.0
7287;Hospital Puerto Octay;2059-179-SE24;13;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;REPOLLO;REPOLLO;13.0;;2500.0;0.0;32500.0
7287;Hospital Puerto Octay;2059-179-SE24;14;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;ZAPALLO CAMOTE;ZAPALLO CAMOTE;32.0;;950.0;0.0;30400.0
7287;Hospital Puerto Octay;2059-179-SE24;15;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;CEBOLLAS;CEBOLLAS;60.5;;800.0;0.0;48400.0
7287;Hospital Puerto Octay;2059-179-SE24;16;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;MORRON VERDE;MORRON VERDE;14.0;;890.0;0.0;12460.0
7287;Hospital Puerto Octay;2059-179-SE24;17;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101539;Verduras congeladas;CHOCLO DESGRANADO;CHOCLO DESGRANADO;89.7;;2590.0;0.0;232323.0
7287;Hospital Puerto Octay;2059-179-SE24;18;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101539;Verduras congeladas;BROCOLI;BROCOLI;88.0;;3880.0;0.0;341440.0
7287;Hospital Puerto Octay;2059-179-SE24;19;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101539;Verduras congeladas;PAPAS PRE FRITAS;PAPAS PRE FRITAS;54.5;;2900.0;0.0;158050.0
7287;Hospital Puerto Octay;2059-179-SE24;20;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;PERAS o DURAZNO;PERAS o DURAZNO;96.1;;1480.0;0.0;142228.0
7287;Hospital Puerto Octay;2059-179-SE24;21;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;MANZANAS;MANZANAS;51.0;;1380.0;0.0;70380.0
7287;Hospital Puerto Octay;2059-179-SE24;22;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;KIWI o NARANJA;KIWI o NARANJA;38.5;;1480.0;0.0;56980.0
7287;Hospital Puerto Octay;2059-179-SE24;23;50101600;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas;50101634;Fruta fresca;PLATANOS;PLATANOS;82.5;;1480.0;0.0;122100.0
7287;Hospital Puerto Octay;2059-179-SE24;24;50131600;Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos;50131606;Huevos frescos;BANDEJA DE HUEVOS;BANDEJA DE HUEVOS;18.0;;6800.0;0.0;122400.0
7287;Hospital Puerto Octay;2059-179-SE24;25;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;PRIMAVERA;PRIMAVERA;83.1;;3929.0;0.0;326499.89999999997
7287;Hospital Puerto Octay;2059-179-SE24;26;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;PASTELERA CHOCLO ALIÑADA;PASTELERA CHOCLO ALIÑADA;40.0;;3830.0;0.0;153200.0
7287;Hospital Puerto Octay;2059-179-SE24;27;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;ARVEJAS;ARVEJAS;73.0;;2850.0;0.0;208050.0
7287;Hospital Puerto Octay;2059-179-SE24;28;50101500;Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras;50101538;Verduras frescas;POROTO VERDE;POROTO VERDE;52.6;;3286.0;0.0;172843.6
7287;Hospital Puerto Octay;2059-176-SE24;1;50131800;Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos;50131801;Queso natural;Lamina de queso;;25.0;;420.0;0.0;10500.0
7287;Hospital Puerto Octay;2059-176-SE24;2;50181900;Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces;50181901;Pan fresco;Pan de molde;;2.0;;3361.0;0.0;6722.0
7287;Hospital Puerto Octay;2059-176-SE24;3;50182000;Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas;50182001;Tartas, empanadas o pastas frescas;Kuchen entero;;1.0;;12605.0;0.0;12605.0
7287;Hospital Puerto Octay;2059-176-SE24;4;50202300;Alimentos, bebidas y tabaco / Bebidas / Bebidas no alcohólicas;50202304;Jugos y néctar envasados;Jugo litro;;4.0;;1555.0;0.0;6220.0
7287;Hospital Puerto Octay;2059-176-SE24;5;50112000;Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas;50112001;Carnes frescas procesadas y preparadas;Lamina de jamon;;25.0;;420.0;0.0;10500.0
7287;Hospital Puerto Octay;2059-176-SE24;6;50112000;Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas;50112003;Carnes estables sin refrigerar procesadas y prepar;Salame laminado 180grs;;4.0;;2815.0;0.0;11260.0
7287;Hospital Puerto Octay;2059-176-SE24;7;52151500;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Utensilios de cocina domésticos desechables;52151502;Platos desechables domésticos;Platos desechables;;20.0;;84.0;0.0;1680.0
7287;Hospital Puerto Octay;2059-176-SE24;8;52151500;Muebles, accesorios, electrodomésticos y productos electrónicos / Utensilios y baterías de cocina, vajillas y otros productos de uso doméstico / Utensilios de cocina domésticos desechables;52151503;Cubertería desechable doméstica;Tenedor desechable;;20.0;;59.0;0.0;1180.0
