CodigoOrganismo;NombreOrganismo;CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
7470;Hospital Río Negro;1057531-487-SE23;1;72101600;Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Revestimientos de techos, paredes o metalistería;72101607;Instalación o reparación de paredes;"Contratación de trabajos de “HABILITACIÓN DE BOXES DENTALES DEL HOSPITAL DE RIO NEGRO"" De acuerdo a Terminos de Referencia administrativas, técnicas y ANEXOS COMPLEMENTARIOS.";"Contratación de trabajos de “HABILITACIÓN DE BOXES DENTALES DEL HOSPITAL DE RIO NEGRO"" De acuerdo a Terminos de Referencia administrativas, técnicas y ANEXOS COMPLEMENTARIOS.";1.0;;38449650.0;0.0;38449650.0
7470;Hospital Río Negro;1057531-500-AG24;1;42241800;Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Productos ortopédicos blandos para el torso y extremidad superior;42241803;Soportes para el cuello o collares cervicales;Collar cervical ajustable Adulto;;12.0;;9400.0;0.0;0.0
7470;Hospital Río Negro;1057531-500-AG24;2;42241800;Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Productos ortopédicos blandos para el torso y extremidad superior;42241803;Soportes para el cuello o collares cervicales;Collar cervical ajustable Pediátrico;;6.0;;9400.0;0.0;0.0
7470;Hospital Río Negro;1057531-500-AG24;3;42182000;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Espéculos y accesorios para auscultación médica;42182015;Espéculos de otoscopia;Espéculos para otoscopios;;200.0;;150.0;0.0;0.0
7470;Hospital Río Negro;1057531-500-AG24;4;10141600;Artículos para plantas y animales / Artículos de talabartería y arreos / Arneses;10141608;Arneses o accesorios;Arnés de seguridad tipo araña para  tabla espinal adulto;;8.0;;14300.0;0.0;0.0
7470;Hospital Río Negro;1057531-500-AG24;5;10141600;Artículos para plantas y animales / Artículos de talabartería y arreos / Arneses;10141608;Arneses o accesorios;Arnés de seguridad tipo araña para tabla espinal pediátrico;;4.0;;14300.0;0.0;0.0
7470;Hospital Río Negro;1057531-500-AG24;6;41104100;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Contenedores para especímenes de laboratorio;41104115;Contenedores de recogida con filtro de suero;Presurizador de suero - infusor de presión  500 ml;;3.0;;29000.0;0.0;0.0
7470;Hospital Río Negro;1057531-518-CC24;1;70141600;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Producción, administración y protección de cultivos / Protección de cultivos;70141605;Servicios integrados de gestión de plagas;CONVENIO POR EL SERVICIO DE DESRATIZACION SANITIZACION DESINSECTACION Y OTRAS DE PLAGAS.    Casa Administrativa N°2;CONVENIO POR EL SERVICIO DE DESRATIZACION SANITIZACION DESINSECTACION Y OTRAS DE PLAGAS.    Casa Administrativa N°2;1.0;;38000.0;0.0;38000.0
7470;Hospital Río Negro;1057531-518-CC24;2;70141600;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Producción, administración y protección de cultivos / Protección de cultivos;70141605;Servicios integrados de gestión de plagas;CONVENIO POR EL SERVICIO DE DESRATIZACION SANITIZACION DESINSECTACION Y OTRAS DE PLAGAS.    Hospital Rio Negro;CONVENIO POR EL SERVICIO DE DESRATIZACION SANITIZACION DESINSECTACION Y OTRAS DE PLAGAS.    Hospital Rio Negro;1.0;;38000.0;0.0;38000.0
7470;Hospital Río Negro;1057531-518-CC24;3;70141600;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Producción, administración y protección de cultivos / Protección de cultivos;70141605;Servicios integrados de gestión de plagas;CONVENIO POR EL SERVICIO DE DESRATIZACION SANITIZACION DESINSECTACION Y OTRAS DE PLAGAS.    Casa Administrativa N°1;CONVENIO POR EL SERVICIO DE DESRATIZACION SANITIZACION DESINSECTACION Y OTRAS DE PLAGAS.    Casa Administrativa N°1;1.0;;38000.0;0.0;38000.0
