CodigoLicitacion;Numero;Nombre;CodigoEstado;Estado;Descripcion;Tipo;CodigoTipo;TipoConvocatoria;Moneda;Etapas;EstadoEtapas;C_CodigoOrganismo;C_NombreOrganismo;C_RutUnidad;C_CodigoUnidad;C_Unidad;C_DireccionUnidad;C_ComunaUnidad;C_RegionUnidad;C_RutUsuario;C_CodigoUsuario;C_Usuario;C_Cargo;FechaCreacion;FechaCierre;FechaInicio;FechaFinal;FechaPubRespuestas;FechaActoAperturaTecnica;FechaActoAperturaEconomica;FechaPublicacion;FechaAdjudicacion;FechaEstimadaAdjudicacion;FechaSoporteFisico;FechaTiempoEvaluacion;FechaEstimadaFirma;FechaVisitaTerreno;FechaEntregaAntecedentes;FechaInicioContrato;DiasCierreLicitacion;Informada;TomaRazon;EstadoPublicidadOfertas;JustificacionPublicidad;Contrato;Obras;CantidadReclamos;UnidadTiempoEvaluacion;DireccionVisita;DireccionEntrega;Estimacion;FuenteFinanciamiento;VisibilidadMonto;MontoEstimado;JustificacionMonto;Tiempo;UnidadTiempo;Modalidad;TipoPago;Resp_Pago;Resp_Email_Pago;Resp_Contrato;Resp_Email;Resp_Fono;ProhibicionContratacion;SubContratacion;UnidadTiempoDuracion;TiempoDuracionContrato;TipoDuracionContrato;ObservacionContract;ExtensionPlazo;EsBaseTipo;UnidadTiempoContratoLicitacion;ValorTiempoRenovacion;PeriodoTiempoRenovacion;EsRenovable;CodigoBIP;Adj_Tipo;Adj_Fecha;Adj_Numero;Adj_NumeroOferentes;Adj_UrlActa;DescripcionTipoLicitacion;DescripcionMoneda;DescripcionTipoConvocatoria;DescripcionEstimacion;DescripcionTipoPago;DescripcionUnidadTiempoEval;DescripcionUnidadTiempoDuracion;DescripcionAdjTipo;Informada_Desc;TomaRazon_Desc;Contrato_Desc;Obras_Desc;VisibilidadMonto_Desc;SubContratacion_Desc;ExtensionPlazo_Desc;EsBaseTipo_Desc;EsRenovable_Desc
1524-53-L118;;Convenio Suministro Leña Corta;8;Adjudicada;Convenio Suministro de Leña Corta para la Dirección del Servicio de Salud Osorno y establecimientos Dependientes;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;6060;Rubén Uribe;Administrativo;2018-06-14T00:00:00;2018-06-20T09:00:00;2018-06-14T16:25:00;2018-06-18T09:00:00;2018-06-18T13:00:00;2018-06-20T09:05:00;2018-06-20T09:05:00;2018-06-14T16:16:07.77;2018-07-12T09:26:25.163;2018-07-04T17:14:00;;;;;;2018-06-14T16:25:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;12;1;1;1;Hector Alarcón Alarcón;;johanna tellez;;;numeral 4.9 de Resolución Exenta N°45012018;0;4;12; ;;0;0;2;0; ;0;;2;2018-07-05T00:00:00;5381;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=OMq+N9usN+WA8cX5InTTTrMMJvoW2QiywnQXxIFfRjI=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Meses;Resolución;No;No;No;;No;No;No;No;No
931768-3-LR18;;REPOSICIÓN CENTRO COMUNITARIO DE SALUD MENTAL OSORNO;8;Adjudicada;REPOSICIÓN CENTRO COMUNITARIO DE SALUD MENTAL OSORNO;LR;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;931768;Módulo Proyectos de Inversion;Amador Barrientos N° 2360 - Osorno;Osorno;Región de los Lagos ;;1584311;CELIA ALEJANDRA CASTRO MUÑOZ;PROFESIONAL;2018-03-01T00:00:00;2018-04-09T15:30:00;2018-03-03T10:25:00;2018-03-13T11:00:00;2018-03-26T11:45:00;2018-04-10T15:30:00;2018-04-10T15:30:00;2018-03-02T22:44:00;2018-07-12T17:52:37.25;2018-05-24T19:57:00;;;;;;2018-03-03T10:25:00;0;0;1;1;;0;2;290;1;;;2;FNDR;0;0.0;;300;1;1;4;HECTOR ALARCON;;Karen Asenjo;;;;0;2;300; ;;0;0;0;0; ;0;;2;2018-05-22T00:00:00;10;3;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=17/P9yTB2MqQwbvaODjY96MfTmCYQY9CG+KOTTDQ8KA=;;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Días;Resolución;No;Sí;No;Sí;No;No;No;No;No
1524-41-L118;;Convenio Visitas Domiciliares Peulla;7;Desierta (o art. 3 ó 9 Ley 19.886);Se requiere la contratación de un móvil año 2016 en adelante, con chófer para traslado de 2 profesionales de la Unidad Residencial, para realizar visitas domiciliarias, destinadas a las personas en tratamiento y familiares de nuestra Comunidad Terapéutica, dando así cumplimiento a canasta de prestaciones del SENDA.;L1;1;1;CLP;1;0;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;MANUEL ANTONIO MATTA N° 455;Osorno;Región de los Lagos ;;6060;Rubén Uribe;Administrativo;2018-04-23T00:00:00;2018-07-13T15:00:00;2018-07-04T16:00:00;2018-07-09T15:00:00;2018-07-10T18:00:00;2018-07-13T15:05:00;2018-07-13T15:05:00;2018-07-04T15:18:49.733;2018-08-28T15:25:00;2018-08-28T15:25:00;;;;;;2018-07-04T16:00:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;12;1;1;1;Hector Alarcón Alarcón;;María Inés Asenjo;;;;0;4;12; ;;0;0;2;0; ;0;;;;;0;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=At5u53H73kOljxZBpBCgDqiCZOsNhDUd38tnh3CAtnU=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Meses;;No;No;No;;No;No;No;No;No
1524-47-L118;;ATENCIONES OFTALMOLOGICAS PARA USUARIOS PRAIS;7;Desierta (o art. 3 ó 9 Ley 19.886);Prestar Atenciones Oftalmológicas a beneficiarios del Programa de Reparación y Atención Integral en Salud PRAIS dependiente del Servicio de Salud Osorno, proporcionando respuesta a las necesidades sanitarias en Salud Oftalmológica más frecuentes, con acceso oportuno y atención de calidad respecto a lista de espera.;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;1545488;PAULINA NICOLE LONCOPAN CARRILLO;PROFESIONAL APOYO;2018-05-18T15:53:44.437;2018-06-15T16:00:00;2018-06-05T17:30:00;2018-06-08T16:30:00;2018-06-11T09:00:00;2018-06-15T17:00:00;2018-06-15T17:00:00;2018-06-05T10:00:00;2018-07-17T09:56:28.93;2018-07-05T17:00:00;;;;;;2018-06-05T17:30:00;0;0;0;1;;0;0;290;1;;;2;Presupuesto;0;0.0;Estimado para realizar alrededor de 70 atenciones oftalmológicas.;6;1;1;1;Patricia Gatica;;Ana Maria Diaz Diaz;;;Según bases adjuntas.;0;4;6; ;;0;0;2;0; ;0;;;;;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AB0iKENCntypjJNONbJB6XNQCRvtTi3jqqV3VxjwZgs=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Meses;;No;No;No;;No;No;No;No;No
1524-55-L118;;Obras Civiles Traslado Contenedor Hosp. Puerto. Octay;7;Desierta (o art. 3 ó 9 Ley 19.886);El Servicio ha elaborado las presentes Bases Administrativas y Técnicas que contienen todos los requerimientos para materializar la “Obras Civiles para la Habilitación de Contenedor del Hospital de Puerto Octay”.;L1;1;1;CLP;1;0;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;6060;Rubén Uribe;Administrativo;2018-07-04T00:00:00;2018-07-25T16:45:00;2018-07-18T18:30:00;2018-07-23T15:00:00;2018-07-24T14:30:00;2018-07-25T16:50:00;2018-07-25T16:50:00;2018-07-18T16:28:49.49;2018-09-06T17:00:00;2018-09-06T17:00:00;;;;;;2018-07-18T18:30:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;;1;1;4;Hector Alarcón Alarcón;;Carlos Toledo Uribe;;;No se autoriza según lo indica Numeral 4.9 de la Resolución adjunta.;0;1;0; ;;0;0;1;0; ;0;;;;;0;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=GHwFBZYraZeTETnM393OiFVgiIhm7YK7wsEPGASXPB8=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Horas;;No;No;No;;No;No;No;No;No
1524-56-LE18;;GARGANTILLAS DE RECONOCIMIENTO SERVICIO SALUD OSOR;8;Adjudicada;ADQUIRIR SET DE GARGANTILLAS DE RECONOCIMIENTO PARA FUNCIONARIOS PERTENECIENTES AL SERVICIO DE SALUD OSORNO, PARA FUNCIONARIOS QUE CUMPLEN 30 AÑOS DE SERVICIO;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;621550;Lesly Andrea Díaz Aburto;Administrativo;2018-07-04T10:49:40.73;2018-07-23T15:01:00;2018-07-12T10:00:00;2018-07-17T17:00:00;2018-07-18T17:00:00;2018-07-23T15:02:00;2018-07-23T15:02:00;2018-07-12T09:24:34.677;2018-07-27T11:01:04.51;2018-08-23T17:00:00;;;;;;2018-07-12T10:00:00;0;0;0;1;;1;0;290;1;;;2;;0;0.0;;;1;1;4;HECTOR ALARCÓN;;Andrea Navarro;;;;0;1;0; ;;0;0;0;0; ;0;;2;2018-07-27T00:00:00;6419;5;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3372yFtFBLXSqZzMQRz+IMlDKeTbGq4XuYxzP5rRu4U=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Horas;Resolución;No;No;Sí;;No;No;No;No;No
1524-51-L118;;Mantención Cubierta Edificios SSO, 2º Llamado;8;Adjudicada;Mantención Cubierta Edificios SSO, 2º Llamado;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;;;Región de los Lagos ;;1239199;Sebastian Alejandro Rosas Reyes;Administrativo;2018-06-12T00:00:00;2018-06-20T15:01:00;2018-06-12T11:01:00;2018-06-15T15:00:00;2018-06-18T17:00:00;2018-06-20T15:02:00;2018-06-20T15:02:00;2018-06-12T10:24:49.203;2018-08-07T16:10:19.08;2018-07-20T15:01:00;;;;;;2018-06-12T11:01:00;0;0;0;1;;0;0;290;1;;;2;Fondos Propios;0;0.0;;;1;1;4;Patricia Gatica;;Carlos Toledo ;;;SEGUN BASES ADJUNTAS;0;1;0; ;;0;0;1;0; ;0;;2;2018-07-30T00:00:00;6578;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=fWhwsebabtCddlpWvYZf3wEE/iYYxGyKIJOTPs2a6uY=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Horas;Resolución;No;No;No;;No;No;No;No;No
1524-48-LE18;;Convenio Suministro de Examenes Diagnosticas;8;Adjudicada;El Servicio ha elaborado las presentes Bases Administrativas y Técnicas que contienen todos los requerimientos para materializar “CONVENIO SUMINISTROS EXÁMENES DIAGNÓSTICOS PARA LA RED ASISTENCIAL DEL SERVICIO DE SALUD OSORNO”;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;1545488;PAULINA NICOLE LONCOPAN CARRILLO;PROFESIONAL APOYO;2018-05-22T11:29:18.76;2018-06-28T19:00:00;2018-06-18T12:00:00;2018-06-23T12:00:00;2018-06-25T16:00:00;2018-06-28T19:30:00;2018-06-28T19:30:00;2018-06-18T11:05:07.49;2018-08-08T16:45:19.397;2018-08-20T17:00:00;;;;;;2018-06-18T12:00:00;0;0;0;1;;1;0;290;1;;;1;Presupuesto;0;0.0;Según Resolución Nº4505 con fecha 15 de junio del 2018;4;1;1;1;Hector Alarcón;;Omar Contreras Uribe;;;;0;4;4; ;;0;0;2;0; ;0;;2;2018-08-07T00:00:00;6686;3;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5E5ARYud8f18B8oahaYI/LhjhGNchxK71bOdK7vdgyw=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Presupuesto Disponible;Pago a 30 días;Horas;Meses;Resolución;No;No;Sí;;No;No;No;No;No
1524-58-L118;;Mantención de 9 Equipos de Aire Acondicionado;7;Desierta (o art. 3 ó 9 Ley 19.886);Mantenimiento de 9 equipos de aire acondicionado del COSAM Rahue del Servicio de Salud Osorno;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;6060;Rubén Uribe;Administrativo;2018-07-12T00:00:00;2018-08-01T15:00:00;2018-07-13T17:00:00;2018-07-23T15:00:00;2018-07-25T17:00:00;2018-08-01T15:05:00;2018-08-01T15:05:00;2018-07-13T16:11:15.037;2018-08-22T10:52:15.723;2018-08-10T16:27:00;;;;;;2018-07-13T17:00:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;;1;1;1;Hector Alarcón Alarcón;;Roberto Nuñez;;;;0;1;0; ;;0;0;1;0; ;0;;;;;2;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Df8xZ/KhWlPW1u269FP0DHdhT6qQUb7lz6zUzQop2oA=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Horas;;No;No;No;;No;No;No;No;No
931768-5-LQ18;;CONT. AITO OBRA MEJORAMIENTO HOSPITAL RIO NEGRO;15;Revocada;CONTRATACIÓN ASESORÍA A LA INSPECCIÓN TÉCNICA DE OBRAS PARA EL PROYECTO MEJORAMIENTO HOSPITAL RIO NEGRO.;LQ;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;931768;Módulo Proyectos de Inversion;Amador Barrientos N° 2360 - Osorno;Osorno;Región de los Lagos ;;1584311;CELIA ALEJANDRA CASTRO MUÑOZ;PROFESIONAL;2018-03-07T00:00:00;2018-05-24T15:30:00;2018-05-04T18:32:00;2018-05-12T15:00:00;2018-05-15T19:10:00;2018-05-24T15:31:00;2018-05-24T15:31:00;2018-05-04T16:54:00;2018-08-21T16:27:00;2018-08-21T16:27:00;;;;;;2018-05-04T18:32:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;;1;1;4;PATRICIA GATICA;;Karen Asenjo;;;El consultor no podrá subcontratar, por tratarse de un servicio especial, que se contrató en vista de la capacidad e idoneidad del consultor. artículo 76 del D.S. N°2502004 Reglamento de Compras.;0;1;0; ;;0;0;0;0; ;0;;;;;;;;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Horas;;No;No;No;;No;No;No;No;No
1524-52-L118;;Adquisición Sistema de transporte de muestras para baciloscopía;8;Adjudicada;Adquisición Sistema de transporte de muestras para baciloscopía;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;;;Región de los Lagos ;;1239199;Sebastian Alejandro Rosas Reyes;Administrativo;2018-06-13T00:00:00;2018-07-09T15:01:00;2018-06-29T17:01:00;2018-07-05T15:00:00;2018-07-06T19:38:00;2018-07-09T15:02:00;2018-07-09T15:02:00;2018-06-29T16:10:02.997;2018-08-28T15:21:49.573;2018-08-09T17:39:00;;;;;;2018-06-29T17:01:00;0;0;0;1;;0;0;290;1;;;2;;0;0.0;;;1;1;4;PATRICIA GATICA;;SANDRA ESPINOZA;;;Según bases adjuntas.-;0;1;0; ;;0;0;1;0; ;0;;2;2018-08-27T00:00:00;6922;2;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=SgZI94m0myaxWsixK6yN63D45eaKwJqGDB/ZBgNlGfM=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Horas;Resolución;No;No;No;;No;No;No;No;No
1524-57-LE18;;Convenio Desratización, Sanitización, Desinsectación y Otras Plagas;15;Revocada;El Servicio de Salud Osorno necesita generar contrato por prestaciones de servicios complementarios a su actual contrato de Desratización, Sanitización, Desinsectación y Otras  Plagas.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;;;Región de los Lagos ;;6060;Rubén Uribe;Administrativo;2018-07-09T00:00:00;2018-07-25T15:00:00;2018-07-11T17:00:00;2018-07-18T15:00:00;2018-07-19T17:00:00;2018-07-25T15:10:00;2018-07-25T15:10:00;2018-07-11T11:34:02.94;2018-08-16T17:00:00;2018-08-16T17:00:00;;;;;;2018-07-11T17:00:00;0;0;0;1;;1;0;290;1;;;2;;0;0.0;;14;1;1;1;Hector Alarcón Alarcón;;johanna tellez;;;;0;4;14; ;;0;0;2;0; ;0;;;;;;;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Meses;;No;No;Sí;;No;No;No;No;No
931768-10-LE18;;Adq. de Sillones Clínicos para Centro Diálisis;7;Desierta (o art. 3 ó 9 Ley 19.886);La necesidad de adquirir sillones clínicos para Centro Diálisis Purranque.;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;931768;Módulo Proyectos de Inversion;Amador Barrientos N° 2360 - Osorno;Osorno;Región de los Lagos ;;1509881;Ariela Acevedo;PROFESIONAL APOYO;2018-07-23T00:00:00;2018-08-02T16:00:00;2018-07-23T17:01:00;2018-07-28T19:00:00;2018-07-30T19:00:00;2018-08-02T16:05:00;2018-08-02T16:05:00;2018-07-23T16:27:24.103;2018-09-03T09:46:46.377;2018-10-01T19:00:00;;;;;;2018-07-23T17:01:00;0;0;0;1;;1;0;290;1;;;2;FONDOS SECTORIALES;0;0.0;;;1;1;1;Hector Alarcón Alarcón;;Karen Asenjo;;;;0;1;0; ;;1;0;0;0; ;0;;;;;7;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=pecHVgLmn7F5lkol4NPZpR+VeBasbUSsfVPirs5+S+0=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Horas;;No;No;Sí;;No;No;Sí;No;No
1524-61-LE18;;MANTENCIÓN PREVENTIVA PARA RED HÚMEDA Y EXTINTORES;8;Adjudicada;SERVICIO DE MANTENCIÓN PREVENTIVA PARA RED HÚMEDA Y EXTINTORES, DE LOS ESTABLECIMIENTOS PERTENECIENTES AL SERVICIO DE SALUD OSORNO;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;1545488;PAULINA NICOLE LONCOPAN CARRILLO;PROFESIONAL APOYO;2018-07-19T13:04:38.82;2018-08-07T19:00:00;2018-07-19T18:00:00;2018-07-26T16:00:00;2018-08-06T18:00:00;2018-08-07T19:01:00;2018-08-07T19:01:00;2018-07-19T17:05:00;2018-09-04T11:09:45.617;2018-08-21T17:00:00;;;;;;2018-07-19T18:00:00;0;0;0;1;;1;0;290;1;;;2;Presupuesto;0;0.0;Presupuesto Total Referencial: 22.000.000.- IVA incluido. por periodo de 3 años    Sin perjuicio de lo anterior el Servicio de salud se reserva el derecho de autorizar aumento de presupuesto, según disponibilidad y atendida la necesidad de contar con dic;36;1;1;1;Hector Alarcón;;Johanna Tellez Salazar;;;;0;4;36; ;;0;0;2;0; ;0;;2;2018-08-30T00:00:00;7037;2;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=l/NJoOa4BUisEA8YtZ1i5/WeoYhy9hq5yiAFzQopKFw=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Meses;Resolución;No;No;Sí;;No;No;No;No;No
931768-73-LR17;;MEJORAMIENTO IMAGENOLOGIA COMPLEJA;8;Adjudicada;MEJORAMIENTO IMAGENOLOGIA COMPLEJA HOSPITAL BASE SAN JOSE OSORNO;LR;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;931768;Módulo Proyectos de Inversion;Amador Barrientos N° 2360 - Osorno;Osorno;Región de los Lagos ;;1584311;CELIA ALEJANDRA CASTRO MUÑOZ;PROFESIONAL;2017-12-29T10:03:39.427;2018-01-29T16:00:00;2017-12-29T14:00:00;2018-01-09T23:00:00;2018-01-24T23:00:00;2018-01-29T16:01:00;2018-01-29T16:01:00;2017-12-29T13:31:47.607;2018-09-06T15:11:54.17;2018-10-01T16:00:00;;;;;;2017-12-29T14:00:00;0;0;1;1;;0;2;290;1;;;2;;0;0.0;;;1;1;4;Hector Alarcón Alarcón;;Mauricio Castillo;;;Según lo estipulado en punto 25 de las bases administrativas;0;1;0; ;;1;0;1;0; ;0;;2;2018-08-02T00:00:00;6656;3;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=pnemep7NTRGp0v0SsdGWZ2YEI0zqMfZPVS+Y1MyZvzY=;;Peso Chileno;Pública;Precio Referencial;Pago Anual;Horas;Horas;Resolución;No;Sí;No;Sí;No;No;Sí;No;No
1524-60-L118;;ATENCIONES OFTALMOLOGICAS PARA USUARIOS PRAIS;8;Adjudicada;Prestar Atenciones Oftalmológicas a beneficiarios del Programa de Reparación y Atención Integral en Salud PRAIS dependiente del Servicio de Salud Osorno, proporcionando respuesta a las necesidades sanitarias en Salud Oftalmológica más frecuentes, con acceso oportuno y atención de calidad respecto a lista de espera.;L1;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;Germán Hube N° 1419;Osorno;Región de los Lagos ;;1545488;PAULINA NICOLE LONCOPAN CARRILLO;PROFESIONAL APOYO;2018-07-18T11:59:33.82;2018-08-13T17:00:00;2018-08-01T12:30:00;2018-08-04T17:00:00;2018-08-07T17:30:00;2018-08-13T17:30:00;2018-08-13T17:30:00;2018-08-01T10:06:00;2018-09-10T09:06:40.213;2018-09-12T17:00:00;;;;;;2018-08-01T12:30:00;0;0;0;1;;0;0;290;1;;;2;Presupuesto;0;0.0;Según Resolución de Bases Nº6583;3;1;1;1;Hector Alarcón;;Ana Maria Diaz Diaz;;;Según Resolución de Bases Nº6583;0;4;3; ;;0;0;2;0; ;0;;2;2018-09-07T00:00:00;8111;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Ib+7JKbjADfDiRNfm0tSRhP64f10gB8K4eCtZ/xZQoA=;Licitación Pública Menor a 100 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Meses;Resolución;No;No;No;;No;No;No;No;No
1524-63-LE18;;2 CUPOS DE RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO, EN LA REGIÓN METROPOLITANA;7;Desierta (o art. 3 ó 9 Ley 19.886);ADQUISICIÓN DE 2 CUPOS DE RESIDENCIA PROTEGIDA PARA EL SERVICIO DE SALUD OSORNO, EN LA REGIÓN METROPOLITANA;LE;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;MANUEL ANTONIO MATTA N° 455;Osorno;Región de los Lagos ;;621550;Lesly Andrea Díaz Aburto;Administrativo;2018-08-08T00:00:00;2018-09-03T15:00:00;2018-08-24T16:35:00;2018-08-28T17:00:00;2018-08-29T17:00:00;2018-09-03T15:01:00;2018-09-03T15:01:00;2018-08-24T15:26:49.447;2018-09-11T16:53:44.22;2018-09-24T19:53:00;;;;;;2018-08-24T16:35:00;0;0;0;1;;1;0;290;1;;;2;PRESTACIONES VALORADAS SALUD MENTAL;1;26586600.0;;24;1;1;1;HECTOR ALARCON;;Marcela Villagrán Rivera;;;SEGÚN RESOLUCIÓN EXENTA NÚMERO 6902 DE FECHA 24.08.2018.-;1;4;24; ;;0;0;2;0; ;0;;;;;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=p4WwODXKfXjt0PCK2+aVas/Fj/Uy5GmEdYVivZym95A=;Licitación Pública Entre 100 y 1000 UTM;Peso Chileno;Pública;Precio Referencial;Pago a 30 días;Horas;Meses;;No;No;Sí;;Sí;Sí;No;No;No
1524-35-LP18;;Servicio de Electrocardiografia;8;Adjudicada;Convenio de Prestación de Servicio de Electrocardiografía a Distancia y Arrendamiento de Electrocardiógrafo, para 21 Establecimientos la Red Asistencial de la Provincia de Osorno 24 en total, con posibilidad de incorporar nuevos puntos de conexión de acuerdo a las necesidades de los establecimientos de salud y visación de referente técnico de la Dirección del S.S.O;LP;1;1;CLP;1;1;7296;SERVICIO DE SALUD OSORNO;61.607.600-0;2520;Servicio de Salud Osorno;MANUEL ANTONIO MATTA N° 455;Osorno;Región de los Lagos ;;1545488;PAULINA NICOLE LONCOPAN CARRILLO;PROFESIONAL APOYO;2018-03-20T14:56:48.493;2018-07-05T19:00:00;2018-06-16T18:56:00;2018-06-21T19:00:00;2018-06-25T10:00:00;2018-07-06T10:00:00;2018-07-06T10:00:00;2018-06-15T16:14:00;2018-09-20T16:56:20.82;2018-08-06T17:00:00;;;;;;2018-06-16T18:56:00;0;0;0;1;;0;0;290;1;;;1;Presupuesto;0;0.0;Convenio Departamentos de Salud Municipal.;10;1;1;1;Hector Alarcón;;Consuelo Córdova Lopez ;;;;0;4;10; ;;0;0;2;0; ;0;;2;2018-09-20T00:00:00;8183;1;http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/p9cYHMGDauYUW29EvmmfSivaEaX6yq3ql+Ub3DMdZc=;Licitación Pública Mayor a 1000 UTM;Peso Chileno;Pública;Presupuesto Disponible;Pago a 30 días;Horas;Meses;Resolución;No;No;No;;No;No;No;No;No
